Date,Team,name_clean,Status,InjuryCategory
2011-01-22,Jazz,Francisco Elson,Relinquished,Muscular
2011-01-22,Pistons,Charlie Villanueva,Relinquished,Ankle/Foot
2011-01-22,Warriors,Acie Law,Relinquished,Knee
2011-01-22,Wizards,Kirk Hinrich,Relinquished,Arm/Hand
2011-01-24,Blazers,Marcus Camby,Relinquished,Knee
2011-01-24,Raptors,Leandro Barbosa,Relinquished,Muscular
2011-01-24,Rockets,Jared Jeffries,Relinquished,Knee
2011-01-25,Celtics,Jermaine O'Neal,Relinquished,Knee
2011-01-25,Mavericks,Predrag Stojakovic,Relinquished,Knee
2011-01-26,Bucks,Drew Gooden,Relinquished,Ankle/Foot
2011-01-26,Nuggets,Nene,Relinquished,Muscular
2011-01-26,Pistons,Richard Hamilton,Relinquished,Illness
2011-01-26,Raptors,Linas Kleiza,Relinquished,Knee
2011-01-28,Knicks,Wilson Chandler,Relinquished,Muscular
2011-01-28,Pacers,Brandon Rush,Relinquished,Ankle/Foot
2011-01-28,Thunder,Thabo Sefolosha,Relinquished,Knee
2011-01-28,Wizards,Javale Mcgee,Relinquished,Illness
2011-01-30,Jazz,Mehmet Okur,Relinquished,Back
2011-01-30,Nuggets,Al Harrington,Relinquished,Ankle/Foot
2011-01-30,Nuggets,Kenyon Martin Sr.,Relinquished,Knee
2011-01-30,Suns,Goran Dragic,Relinquished,Ankle/Foot
2011-01-31,Bucks,John Salmons,Relinquished,Back
2011-01-31,Nuggets,Chris Andersen,Relinquished,Knee
2011-02-01,Hornets,Emeka Okafor,Relinquished,Muscular
2011-02-02,Bucks,Andrew Bogut,Relinquished,Knee
2011-02-02,Nets,Jordan Farmar,Relinquished,Back
2011-02-02,Pistons,Rodney Stuckey,Relinquished,Arm/Hand
2011-02-03,Warriors,Acie Law,Relinquished,Arm/Hand
2011-02-04,Bobcats,Eduardo Najera,Relinquished,Illness
2011-02-05,Hawks,Al Horford,Relinquished,Back
2011-02-05,Hornets,Jason Smith,Relinquished,Illness
2011-02-05,Nuggets,Ty Lawson,Relinquished,Knee
2011-02-05,Rockets,Jordan Hill,Relinquished,Ankle/Foot
2011-02-05,Timberwolves,Martell Webster,Relinquished,Back
2011-02-05,Warriors,Louis Amundson,Relinquished,Back
2011-02-06,Knicks,Ronny Turiaf,Relinquished,Ankle/Foot
2011-02-07,Hornets,Trevor Ariza,Relinquished,Ankle/Foot
2011-02-07,Nuggets,Nene,Relinquished,Illness
2011-02-08,Bucks,Larry Sanders,Relinquished,Back
2011-02-08,Grizzlies,Rudy Gay,Relinquished,Ankle/Foot
2011-02-08,Raptors,Jerryd Bayless,Relinquished,Knee
2011-02-09,Nuggets,Chauncey Billups,Relinquished,Knee
2011-02-11,76ers,Tony Battie,Relinquished,Arm/Hand
2011-02-11,Bucks,Chris Douglas Roberts,Relinquished,Illness
2011-02-11,Grizzlies,Zach Randolph,Relinquished,Ankle/Foot
2011-02-11,Raptors,Amir Johnson,Relinquished,Ankle/Foot
2011-02-12,Knicks,Amare Stoudemire,Relinquished,Ankle/Foot
2011-02-12,Timberwolves,Michael Beasley,Relinquished,Ankle/Foot
2011-02-12,Wizards,Al Thornton,Relinquished,Arm/Hand
2011-02-12,Wizards,Rashard Lewis,Relinquished,Knee
2011-02-13,Pistons,Richard Hamilton,Relinquished,Muscular
2011-02-14,Bucks,Corey Maggette,Relinquished,Back
2011-02-16,Heat,Mike Miller,Relinquished,Head
2011-02-16,Mavericks,Dominique Jones,Relinquished,Ankle/Foot
2011-02-16,Pacers,Jeff Foster,Relinquished,Ankle/Foot
2011-02-16,Timberwolves,Jonny Flynn,Relinquished,Back
2011-02-16,Wizards,Nick Young,Relinquished,Knee
2011-02-21,Clippers,Eric Gordon,Relinquished,Arm/Hand
2011-02-21,Grizzlies,Rudy Gay,Relinquished,Arm/Hand
2011-02-21,Kings,Tyreke Evans,Relinquished,Ankle/Foot
2011-02-21,Wizards,Kirk Hinrich,Relinquished,Muscular
2011-02-23,Cavaliers,Maurice Williams,Relinquished,Ankle/Foot
2011-02-23,Clippers,Baron Davis,Relinquished,Knee
2011-02-23,Grizzlies,Xavier Henry,Relinquished,Knee
2011-02-23,Pacers,Mike Dunleavy Jr.,Relinquished,Arm/Hand
2011-02-23,Raptors,Joey Dorsey,Relinquished,Back
2011-02-23,Spurs,Tiago Splitter,Relinquished,Muscular
2011-02-25,Cavaliers,Baron Davis,Relinquished,Knee
2011-02-25,Jazz,Ronnie Price,Relinquished,Ankle/Foot
2011-02-25,Kings,Tyreke Evans,Relinquished,Ankle/Foot
2011-02-25,Nuggets,Kenyon Martin Sr.,Relinquished,Illness
2011-02-25,Thunder,Kendrick Perkins,Relinquished,Knee
2011-02-25,Wizards,Al Thornton,Relinquished,Ankle/Foot
2011-02-25,Wizards,Andray Blatche,Relinquished,Back
2011-02-27,Bobcats,Desagana Diop,Relinquished,Ankle/Foot
2011-02-27,Cavaliers,Anderson Varejao,Relinquished,Ankle/Foot
2011-02-27,Rockets,Goran Dragic,Relinquished,Illness
2011-02-27,Timberwolves,Martell Webster,Relinquished,Back
2011-02-28,Nets,Jordan Farmar,Relinquished,Ankle/Foot
2011-02-28,Nets,Quinton Ross,Relinquished,Back
2011-02-28,Nuggets,Danilo Gallinari,Relinquished,Ankle/Foot
2011-03-01,Bucks,Ersan Ilyasova,Relinquished,Head
2011-03-01,Spurs,Tony Parker,Relinquished,Muscular
2011-03-03,Jazz,Ronnie Price,Relinquished,Ankle/Foot
2011-03-04,Bobcats,Tyrus Thomas,Relinquished,Knee
2011-03-04,Bucks,Andrew Bogut,Relinquished,Muscular
2011-03-04,Cavaliers,Antawn Jamison,Relinquished,Arm/Hand
2011-03-04,Cavaliers,Daniel Gibson,Relinquished,Muscular
2011-03-04,Celtics,Delonte West,Relinquished,Ankle/Foot
2011-03-04,Knicks,Ronny Turiaf,Relinquished,Knee
2011-03-04,Mavericks,Tyson Chandler,Relinquished,Ankle/Foot
2011-03-04,Suns,Vince Carter,Relinquished,Head
2011-03-04,Thunder,Nate Robinson,Relinquished,Knee
2011-03-05,Nets,Anthony Morrow,Relinquished,Head
2011-03-05,Wizards,Josh Howard,Relinquished,Muscular
2011-03-05,Wizards,Nick Young,Relinquished,Illness
2011-03-06,Knicks,Bill Walker,Relinquished,Knee
2011-03-07,Bobcats,Stephen Jackson,Relinquished,Muscular
2011-03-07,Clippers,Eric Gordon,Relinquished,Arm/Hand
2011-03-07,Timberwolves,Sebastian Telfair,Relinquished,Illness
2011-03-08,Bucks,Corey Maggette,Relinquished,Knee
2011-03-08,Cavaliers,Semih Erden,Relinquished,Muscular
2011-03-08,Pacers,Jeff Foster,Relinquished,Back
2011-03-08,Rockets,Luis Scola,Relinquished,Knee
2011-03-08,Suns,Channing Frye,Relinquished,Arm/Hand
2011-03-08,Wizards,Rashard Lewis,Relinquished,Knee
2011-03-09,Grizzlies,Jason Williams,Relinquished,Back
2011-03-09,Hornets,Chris Paul,Relinquished,Head
2011-03-09,Jazz,Francisco Elson,Relinquished,Knee
2011-03-09,Mavericks,Predrag Stojakovic,Relinquished,Back
2011-03-09,Nets,Damion James,Relinquished,Head
2011-03-09,Raptors,Andrea Bargnani,Relinquished,Illness
2011-03-10,Nuggets,Arron Afflalo,Relinquished,Muscular
2011-03-11,Bobcats,Joel Przybilla,Relinquished,Knee
2011-03-11,Bulls,Carlos Boozer,Relinquished,Ankle/Foot
2011-03-11,Raptors,Amir Johnson,Relinquished,Ankle/Foot
2011-03-12,Hawks,Al Horford,Relinquished,Ankle/Foot
2011-03-12,Heat,Zydrunas Ilgauskas,Relinquished,Ankle/Foot
2011-03-12,Wizards,Andray Blatche,Relinquished,Arm/Hand
2011-03-13,Bucks,Ersan Ilyasova,Relinquished,Head
2011-03-13,Pacers,Danny Granger,Relinquished,Illness
2011-03-16,Celtics,Von Wafer,Relinquished,Muscular
2011-03-18,Nuggets,Al Harrington,Relinquished,Ankle/Foot
2011-03-18,Warriors,Andris Biedrins,Relinquished,Ankle/Foot
2011-03-18,Wizards,Cartier Martin,Relinquished,Knee
2011-03-18,Wizards,Josh Howard,Relinquished,Knee
2011-03-19,76ers,Andre Iguodala,Relinquished,Knee
2011-03-19,Bobcats,Stephen Jackson,Relinquished,Muscular
2011-03-19,Nuggets,Raymond Felton,Relinquished,Ankle/Foot
2011-03-19,Spurs,Tim Duncan,Relinquished,Other
2011-03-20,Mavericks,Shawn Marion,Relinquished,Arm/Hand
2011-03-20,Nets,Deron Williams,Relinquished,Arm/Hand
2011-03-20,Raptors,Joey Dorsey,Relinquished,Illness
2011-03-20,Wizards,Andray Blatche,Relinquished,Arm/Hand
2011-03-21,Nuggets,Arron Afflalo,Relinquished,Muscular
2011-03-21,Spurs,Dejuan Blair,Relinquished,Arm/Hand
2011-03-23,Bobcats,Garrett Temple,Relinquished,Ankle/Foot
2011-03-23,Jazz,Devin Harris,Relinquished,Muscular
2011-03-23,Pistons,Ben Wallace,Relinquished,Knee
2011-03-24,Mavericks,Corey Brewer,Relinquished,Knee
2011-03-24,Timberwolves,Kevin Love,Relinquished,Muscular
2011-03-25,Bobcats,Stephen Jackson,Relinquished,Muscular
2011-03-25,Hornets,David West,Relinquished,Knee
2011-03-25,Nets,Damion James,Relinquished,Ankle/Foot
2011-03-25,Nets,Sundiata Gaines,Relinquished,Back
2011-03-25,Nuggets,Wilson Chandler,Relinquished,Ankle/Foot
2011-03-25,Suns,Mickael Pietrus,Relinquished,Knee
2011-03-25,Spurs,Da'Sean Butler,Relinquished,Knee
2011-03-26,Bobcats,Eduardo Najera,Relinquished,Arm/Hand
2011-03-26,Knicks,Ronny Turiaf,Relinquished,Ankle/Foot
2011-03-26,Nets,Quinton Ross,Relinquished,Back
2011-03-27,Hawks,Joe Johnson,Relinquished,Arm/Hand
2011-03-27,Heat,Mario Chalmers,Relinquished,Knee
2011-03-28,Bucks,Chris Douglas Roberts,Relinquished,Ankle/Foot
2011-03-28,Spurs,Emanuel Ginobili,Relinquished,Muscular
2011-03-29,Warriors,Acie Law,Relinquished,Arm/Hand
2011-03-30,Bulls,Joakim Noah,Relinquished,Ankle/Foot
2011-03-30,Nets,Damion James,Relinquished,Ankle/Foot
2011-03-30,Timberwolves,Nikola Pekovic,Relinquished,Back
2011-03-30,Wizards,Trevor Booker,Relinquished,Ankle/Foot
2011-03-31,Celtics,Troy Murphy,Relinquished,Ankle/Foot
2011-04-01,Bucks,Jon Brockman,Relinquished,Arm/Hand
2011-04-01,Celtics,Nenad Krstic,Relinquished,Knee
2011-04-01,Clippers,Chris Kaman,Relinquished,Illness
2011-04-01,Heat,Mike Miller,Relinquished,Knee
2011-04-01,Jazz,Andrei Kirilenko,Relinquished,Knee
2011-04-01,Nets,Kris Humphries,Relinquished,Ankle/Foot
2011-04-01,Pistons,Tracy Mcgrady,Relinquished,Back
2011-04-02,Raptors,Jose Calderon,Relinquished,Muscular
2011-04-03,Mavericks,Tyson Chandler,Relinquished,Back
2011-04-03,Nuggets,Chris Andersen,Relinquished,Ankle/Foot
2011-04-03,Raptors,Andrea Bargnani,Relinquished,Ankle/Foot
2011-04-05,76ers,Louis Williams,Relinquished,Muscular
2011-04-05,Celtics,Shaquille O'Neal,Relinquished,Muscular
2011-04-05,Celtics,Von Wafer,Relinquished,Muscular
2011-04-05,Clippers,Ryan Gomes,Relinquished,Knee
2011-04-05,Hawks,Josh Smith,Relinquished,Knee
2011-04-05,Nuggets,Arron Afflalo,Relinquished,Muscular
2011-04-05,Pistons,Charlie Villanueva,Relinquished,Back
2011-04-05,Raptors,Leandro Barbosa,Relinquished,Arm/Hand
2011-04-05,Timberwolves,Darko Milicic,Relinquished,Ankle/Foot
2011-04-06,Nets,Deron Williams,Relinquished,Arm/Hand
2011-04-06,Pistons,Ben Wallace,Relinquished,Knee
2011-04-06,Raptors,Andrea Bargnani,Relinquished,Ankle/Foot
2011-04-06,Timberwolves,Kevin Love,Relinquished,Muscular
2011-04-07,Jazz,Raja Bell,Relinquished,Ankle/Foot
2011-04-08,Bucks,Andrew Bogut,Relinquished,Arm/Hand
2011-04-08,Celtics,Jermaine O'Neal,Relinquished,Other
2011-04-08,Hawks,Jason Collins,Relinquished,Ankle/Foot
2011-04-08,Knicks,Amare Stoudemire,Relinquished,Ankle/Foot
2011-04-08,Mavericks,Jason Kidd,Relinquished,Other
2011-04-09,Cavaliers,Samardo Samuels,Relinquished,Muscular
2011-04-09,Spurs,Antonio Mcdyess,Relinquished,Other
2011-04-10,Heat,Erick Dampier,Relinquished,Knee
2011-04-11,76ers,Andre Iguodala,Relinquished,Knee
2011-04-11,Celtics,Kevin Garnett,Relinquished,Other
2011-04-11,Celtics,Rajon Rondo,Relinquished,Other
2011-04-11,Nuggets,Timofey Mozgov,Relinquished,Knee
2011-04-11,Nuggets,Wilson Chandler,Relinquished,Ankle/Foot
2011-04-11,Raptors,Linas Kleiza,Relinquished,Knee
2011-04-12,Spurs,Emanuel Ginobili,Relinquished,Other
2011-04-13,Blazers,Nicolas Batum,Relinquished,Other
2011-04-13,Clippers,Chris Kaman,Relinquished,Knee
2011-04-13,Knicks,Carmelo Anthony,Relinquished,Other
2011-04-13,Lakers,Andrew Bynum,Relinquished,Knee
2011-04-13,Lakers,Matt Barnes,Relinquished,Knee
2011-04-13,Nuggets,Nene,Relinquished,Muscular
2011-04-13,Pacers,Danny Granger,Relinquished,Other
2011-04-16,Magic,Daniel Orton,Relinquished,Knee
2011-04-16,Mavericks,Rodrigue Beaubois,Relinquished,Ankle/Foot
2011-04-17,Nuggets,Arron Afflalo,Relinquished,Muscular
2011-04-17,Spurs,Emanuel Ginobili,Relinquished,Ankle/Foot
2011-04-19,Knicks,Chauncey Billups,Relinquished,Knee
2011-05-02,Hawks,Kirk Hinrich,Relinquished,Muscular
2011-06-05,Mavericks,Brendan Haywood,Relinquished,Back
2011-06-09,Mavericks,Brendan Haywood,Relinquished,Back
2011-12-25,Celtics,Mickael Pietrus,Relinquished,Knee
2011-12-25,Heat,Eddy Curry,Relinquished,Back
2011-12-25,Heat,Mike Miller,Relinquished,Surgery
2011-12-25,Knicks,Baron Davis,Relinquished,Back
2011-12-25,Lakers,Derrick Caracter,Relinquished,Knee
2011-12-25,Magic,Deandre Liggins,Relinquished,Ankle/Foot
2011-12-26,Blazers,Greg Oden,Relinquished,Knee
2011-12-26,Bobcats,Eduardo Najera,Relinquished,Knee
2011-12-26,Bobcats,Reggie Williams,Relinquished,Knee
2011-12-26,Bucks,Luc Richard Mbah A Moute,Relinquished,Knee
2011-12-26,Cavaliers,Semih Erden,Relinquished,Arm/Hand
2011-12-26,Grizzlies,Darrell Arthur,Relinquished,Ankle/Foot
2011-12-26,Hornets,Dajuan Summers,Relinquished,Knee
2011-12-26,Kings,Hassan Whiteside,Relinquished,Knee
2011-12-26,Nets,Brook Lopez,Relinquished,Ankle/Foot
2011-12-26,Pacers,Jeff Foster,Relinquished,Back
2011-12-26,Pacers,Jeff Pendergraph,Relinquished,Knee
2011-12-26,Raptors,Linas Kleiza,Relinquished,Knee
2011-12-26,Rockets,Patrick Patterson,Relinquished,Ankle/Foot
2011-12-26,Timberwolves,Brad Miller,Relinquished,Knee
2011-12-26,Timberwolves,Martell Webster,Relinquished,Back
2011-12-26,Wizards,Jan Vesely,Relinquished,Back
2011-12-27,Hawks,Kirk Hinrich,Relinquished,Arm/Hand
2011-12-28,Knicks,Iman Shumpert,Relinquished,Knee
2011-12-28,Warriors,Stephen Curry,Relinquished,Ankle/Foot
2011-12-28,Wizards,Maurice Evans,Relinquished,Knee
2011-12-30,Magic,Jameer Nelson,Relinquished,Muscular
2012-01-02,Celtics,Jermaine O'Neal,Relinquished,Muscular
2012-01-02,Nets,Kris Humphries,Relinquished,Arm/Hand
2012-01-02,Warriors,David Lee,Relinquished,Illness
2012-01-02,Wizards,Ronny Turiaf,Relinquished,Arm/Hand
2012-01-03,Grizzlies,Zach Randolph,Relinquished,Knee
2012-01-03,Lakers,Josh Mcroberts,Relinquished,Ankle/Foot
2012-01-03,Thunder,Thabo Sefolosha,Relinquished,Illness
2012-01-04,Celtics,Ray Allen,Relinquished,Illness
2012-01-04,Clippers,Eric Bledsoe,Relinquished,Knee
2012-01-04,Knicks,Jared Jeffries,Relinquished,Muscular
2012-01-04,Rockets,Courtney Lee,Relinquished,Muscular
2012-01-04,Spurs,Emanuel Ginobili,Relinquished,Arm/Hand
2012-01-06,Hawks,Tracy Mcgrady,Relinquished,Knee
2012-01-06,Hornets,Xavier Henry,Relinquished,Ankle/Foot
2012-01-06,Magic,Quentin Richardson,Relinquished,Ankle/Foot
2012-01-06,Warriors,Andris Biedrins,Relinquished,Ankle/Foot
2012-01-06,Warriors,Stephen Curry,Relinquished,Ankle/Foot
2012-01-07,Bucks,Mike Dunleavy Jr.,Relinquished,Muscular
2012-01-07,Nets,Mehmet Okur,Relinquished,Back
2012-01-08,Thunder,Eric Maynor,Relinquished,Knee
2012-01-09,Hawks,Marvin Williams,Relinquished,Ankle/Foot
2012-01-09,Nets,Damion James,Relinquished,Ankle/Foot
2012-01-10,Bucks,Luc Richard Mbah A Moute,Relinquished,Knee
2012-01-10,Mavericks,Jason Kidd,Relinquished,Back
2012-01-11,Bulls,C.J. Watson,Relinquished,Arm/Hand
2012-01-11,Spurs,T.J. Ford,Relinquished,Muscular
2012-01-12,Bucks,Beno Udrih,Relinquished,Arm/Hand
2012-01-12,Hawks,Al Horford,Relinquished,Muscular
2012-01-12,Warriors,Kwame Brown,Relinquished,Muscular
2012-01-13,Celtics,Keyon Dooling,Relinquished,Knee
2012-01-13,Nuggets,Demarre Carroll,Relinquished,Muscular
2012-01-14,Knicks,Carmelo Anthony,Relinquished,Ankle/Foot
2012-01-16,Blazers,Marcus Camby,Relinquished,Ankle/Foot
2012-01-16,Bucks,Luc Richard Mbah A Moute,Relinquished,Knee
2012-01-16,Bulls,Richard Hamilton,Relinquished,Muscular
2012-01-16,Celtics,Chris Wilcox,Relinquished,Muscular
2012-01-16,Clippers,Brian Cook,Relinquished,Ankle/Foot
2012-01-16,Magic,Jason Richardson,Relinquished,Knee
2012-01-17,Bulls,Derrick Rose,Relinquished,Ankle/Foot
2012-01-17,Cavaliers,Anthony Parker,Relinquished,Back
2012-01-17,Heat,Dexter Pittman,Relinquished,Illness
2012-01-17,Nuggets,Rudy Fernandez,Relinquished,Ankle/Foot
2012-01-18,Hornets,Eric Gordon,Relinquished,Knee
2012-01-18,Magic,Hidayet Turkoglu,Relinquished,Back
2012-01-18,Raptors,Jerryd Bayless,Relinquished,Ankle/Foot
2012-01-19,Heat,Dwyane Wade,Relinquished,Ankle/Foot
2012-01-19,Rockets,Jordan Hill,Relinquished,Illness
2012-01-20,Clippers,Caron Butler,Relinquished,Knee
2012-01-20,Pistons,Charlie Villanueva,Relinquished,Ankle/Foot
2012-01-20,Bucks,Stephen Jackson,Relinquished,Other
2012-01-21,Heat,Dexter Pittman,Relinquished,Illness
2012-01-21,Nuggets,Arron Afflalo,Relinquished,Muscular
2012-01-22,Clippers,Chris Paul,Relinquished,Muscular
2012-01-22,Raptors,Andrea Bargnani,Relinquished,Muscular
2012-01-23,Bulls,Taj Gibson,Relinquished,Ankle/Foot
2012-01-23,Mavericks,Vince Carter,Relinquished,Ankle/Foot
2012-01-24,Cavaliers,Tristan Thompson,Relinquished,Ankle/Foot
2012-01-24,Knicks,Josh Harrellson,Relinquished,Arm/Hand
2012-01-26,Celtics,Rajon Rondo,Relinquished,Arm/Hand
2012-01-27,Bucks,Andrew Bogut,Relinquished,Ankle/Foot
2012-01-27,Bulls,Luol Deng,Relinquished,Arm/Hand
2012-01-27,Knicks,Carmelo Anthony,Relinquished,Ankle/Foot
2012-01-27,Magic,Ryan Anderson,Relinquished,Muscular
2012-01-27,Mavericks,Dirk Nowitzki,Relinquished,Knee
2012-01-27,Nuggets,Ty Lawson,Relinquished,Ankle/Foot
2012-01-27,Raptors,Andrea Bargnani,Relinquished,Muscular
2012-01-27,Rockets,Kevin Martin,Relinquished,Ankle/Foot
2012-01-27,Timberwolves,Jose Juan Barea,Relinquished,Ankle/Foot
2012-01-27,Timberwolves,Malcolm Lee,Relinquished,Knee
2012-01-28,Knicks,Josh Harrellson,Relinquished,Arm/Hand
2012-01-29,Celtics,Keyon Dooling,Relinquished,Back
2012-01-29,Magic,Jameer Nelson,Relinquished,Head
2012-01-29,Mavericks,Jason Kidd,Relinquished,Muscular
2012-01-29,Nets,Mehmet Okur,Relinquished,Back
2012-01-29,Raptors,Leandro Barbosa,Relinquished,Ankle/Foot
2012-01-30,76ers,Spencer Hawes,Relinquished,Ankle/Foot
2012-01-30,Magic,Jason Richardson,Relinquished,Knee
2012-01-30,Wizards,Andray Blatche,Relinquished,Muscular
2012-01-31,Cavaliers,Anthony Parker,Relinquished,Back
2012-01-31,Nets,Deshawn Stevenson,Relinquished,Knee
2012-02-01,Blazers,Nicolas Batum,Relinquished,Knee
2012-02-01,Clippers,Eric Bledsoe,Relinquished,Knee
2012-02-01,Raptors,Linas Kleiza,Relinquished,Knee
2012-02-03,Cavaliers,Tristan Thompson,Relinquished,Ankle/Foot
2012-02-03,Celtics,Marquis Daniels,Relinquished,Ankle/Foot
2012-02-03,Magic,Glen Davis,Relinquished,Other
2012-02-04,76ers,Elton Brand,Relinquished,Arm/Hand
2012-02-04,Nuggets,Timofey Mozgov,Relinquished,Ankle/Foot
2012-02-04,Timberwolves,Darko Milicic,Relinquished,Muscular
2012-02-06,Blazers,Raymond Felton,Relinquished,Ankle/Foot
2012-02-06,Hornets,Carl Landry,Relinquished,Knee
2012-02-08,Clippers,Chauncey Billups,Relinquished,Ankle/Foot
2012-02-08,Heat,Mario Chalmers,Relinquished,Arm/Hand
2012-02-09,Celtics,Aleksandar Pavlovic,Relinquished,Arm/Hand
2012-02-10,Cavaliers,Kyrie Irving,Relinquished,Head
2012-02-10,Raptors,Jerryd Bayless,Relinquished,Ankle/Foot
2012-02-11,Cavaliers,Anderson Varejao,Relinquished,Arm/Hand
2012-02-11,Nets,Keith Bogans,Relinquished,Ankle/Foot
2012-02-12,Celtics,Brandon Bass,Relinquished,Knee
2012-02-13,Heat,Dexter Pittman,Relinquished,Arm/Hand
2012-02-15,Blazers,Lamarcus Aldridge,Relinquished,Ankle/Foot
2012-02-15,Mavericks,Jason Terry,Relinquished,Muscular
2012-02-15,Nets,Shawne Williams,Relinquished,Arm/Hand
2012-02-17,Cavaliers,Daniel Gibson,Relinquished,Ankle/Foot
2012-02-17,Nuggets,Nene,Relinquished,Muscular
2012-02-17,Raptors,Linas Kleiza,Relinquished,Knee
2012-02-19,Mavericks,Delonte West,Relinquished,Arm/Hand
2012-02-19,Rockets,Jordan Hill,Relinquished,Knee
2012-02-20,Bulls,C.J. Watson,Relinquished,Head
2012-02-20,Jazz,Raja Bell,Relinquished,Muscular
2012-02-20,Knicks,Iman Shumpert,Relinquished,Knee
2012-02-20,Rockets,Hasheem Thabeet,Relinquished,Back
2012-02-20,Spurs,Emanuel Ginobili,Relinquished,Muscular
2012-02-20,Spurs,Tiago Splitter,Relinquished,Muscular
2012-02-21,Kings,John Salmons,Relinquished,Back
2012-02-22,Bobcats,Byron Mullens,Relinquished,Illness
2012-02-22,Celtics,Jermaine O'Neal,Relinquished,Arm/Hand
2012-02-22,Hawks,Joe Johnson,Relinquished,Knee
2012-02-22,Nets,Kris Humphries,Relinquished,Muscular
2012-02-23,Magic,Jameer Nelson,Relinquished,Knee
2012-02-28,Cavaliers,Christian Eyenga,Relinquished,Ankle/Foot
2012-02-29,Knicks,Bill Walker,Relinquished,Arm/Hand
2012-02-29,Magic,Quentin Richardson,Relinquished,Ankle/Foot
2012-02-29,Spurs,Kawhi Leonard,Relinquished,Muscular
2012-02-29,Timberwolves,Kevin Love,Relinquished,Illness
2012-03-01,Blazers,Kurt Thomas,Relinquished,Head
2012-03-01,Timberwolves,Jose Juan Barea,Relinquished,Muscular
2012-03-02,76ers,Spencer Hawes,Relinquished,Ankle/Foot
2012-03-02,Bobcats,Bismack Biyombo,Relinquished,Arm/Hand
2012-03-02,Celtics,Ray Allen,Relinquished,Illness
2012-03-02,Hawks,Joe Johnson,Relinquished,Knee
2012-03-02,Kings,J.J. Hickson,Relinquished,Back
2012-03-02,Nuggets,Rudy Fernandez,Relinquished,Back
2012-03-04,Bobcats,Reggie Williams,Relinquished,Knee
2012-03-04,Nuggets,Kosta Koufos,Relinquished,Knee
2012-03-05,Mavericks,Brandan Wright,Relinquished,Head
2012-03-05,Timberwolves,Nikola Pekovic,Relinquished,Ankle/Foot
2012-03-06,Magic,Von Wafer,Relinquished,Arm/Hand
2012-03-07,Nuggets,Rudy Fernandez,Relinquished,Back
2012-03-09,Blazers,Elliot Williams,Relinquished,Arm/Hand
2012-03-09,Celtics,Mickael Pietrus,Relinquished,Knee
2012-03-09,Spurs,T.J. Ford,Relinquished,Head
2012-03-09,Timberwolves,Jose Juan Barea,Relinquished,Ankle/Foot
2012-03-10,Rockets,Kyle Lowry,Relinquished,Illness
2012-03-10,Timberwolves,Ricky Rubio,Relinquished,Knee
2012-03-11,Hawks,Jason Collins,Relinquished,Arm/Hand
2012-03-11,Magic,Jason Richardson,Relinquished,Ankle/Foot
2012-03-11,Raptors,Jose Calderon,Relinquished,Ankle/Foot
2012-03-12,Bobcats,Eduardo Najera,Relinquished,Knee
2012-03-13,Heat,Mike Miller,Relinquished,Ankle/Foot
2012-03-13,Magic,Von Wafer,Relinquished,Back
2012-03-13,Rockets,Jordan Hill,Relinquished,Illness
2012-03-14,Bulls,Richard Hamilton,Relinquished,Arm/Hand
2012-03-15,Jazz,Earl Watson,Relinquished,Ankle/Foot
2012-03-15,Timberwolves,Michael Beasley,Relinquished,Ankle/Foot
2012-03-16,76ers,Spencer Hawes,Relinquished,Ankle/Foot
2012-03-16,Bucks,Ersan Ilyasova,Relinquished,Illness
2012-03-16,Bucks,Kwame Brown,Relinquished,Muscular
2012-03-16,Kings,Francisco Garcia,Relinquished,Arm/Hand
2012-03-16,Spurs,Emanuel Ginobili,Relinquished,Back
2012-03-16,Warriors,Andrew Bogut,Relinquished,Ankle/Foot
2012-03-17,Mavericks,Brendan Haywood,Relinquished,Knee
2012-03-17,Nets,Brook Lopez,Relinquished,Ankle/Foot
2012-03-18,Blazers,Shawne Williams,Relinquished,Ankle/Foot
2012-03-18,Hawks,Marvin Williams,Relinquished,Back
2012-03-18,Kings,Tyreke Evans,Relinquished,Ankle/Foot
2012-03-18,Timberwolves,Nikola Pekovic,Relinquished,Ankle/Foot
2012-03-18,Wizards,Rashard Lewis,Relinquished,Knee
2012-03-19,Bobcats,Corey Maggette,Relinquished,Back
2012-03-19,Magic,Von Wafer,Relinquished,Back
2012-03-20,Jazz,Josh Howard,Relinquished,Knee
2012-03-20,Knicks,Baron Davis,Relinquished,Muscular
2012-03-20,Pacers,Jeff Foster,Relinquished,Back
2012-03-21,Nuggets,Kosta Koufos,Relinquished,Knee
2012-03-21,Nuggets,Rudy Fernandez,Relinquished,Back
2012-03-21,Spurs,Matt Bonner,Relinquished,Back
2012-03-21,Thunder,Daequan Cook,Relinquished,Knee
2012-03-21,Timberwolves,Nikola Pekovic,Relinquished,Ankle/Foot
2012-03-23,Bobcats,Eduardo Najera,Relinquished,Knee
2012-03-23,Celtics,Ray Allen,Relinquished,Ankle/Foot
2012-03-23,Knicks,Jared Jeffries,Relinquished,Knee
2012-03-23,Timberwolves,Nikola Pekovic,Relinquished,Ankle/Foot
2012-03-24,Kings,Jason Thompson,Relinquished,Ankle/Foot
2012-03-24,Spurs,Emanuel Ginobili,Relinquished,Back
2012-03-24,Spurs,Tiago Splitter,Relinquished,Back
2012-03-25,Celtics,Mickael Pietrus,Relinquished,Head
