Date,Team,name_clean,Status,InjuryCategory
2000-02-20,Heat,Rex Walters,Relinquished,Back
2000-02-20,Rockets,Kelvin Cato,Relinquished,Ankle/Foot
2000-02-21,Pacers,Jeff Foster,Relinquished,Back
2000-02-22,Heat,Rodney Buford,Relinquished,Knee
2000-02-23,76ers,Nazr Mohammed,Relinquished,Back
2000-02-23,Hornets,Brad Miller,Relinquished,Knee
2000-02-23,Wizards,Michael Smith,Relinquished,Arm/Hand
2000-02-24,Heat,Otis Thorpe,Relinquished,Knee
2000-02-24,Magic,Johnny Taylor,Relinquished,Back
2000-02-24,Mavericks,Bruno Sundov,Relinquished,Back
2000-02-25,Cavaliers,Brevin Knight,Relinquished,Muscular
2000-02-25,Celtics,Dana Barros,Relinquished,Back
2000-02-25,Pistons,Don Reid,Relinquished,Back
2000-02-25,Warriors,Antawn Jamison,Relinquished,Knee
2000-02-26,Clippers,Brian Skinner,Relinquished,Ankle/Foot
2000-02-26,Clippers,Eric Murdock,Relinquished,Ankle/Foot
2000-02-26,Grizzlies,Bryant Reeves,Relinquished,Knee
2000-02-28,Pacers,Al Harrington,Relinquished,Muscular
2000-02-28,Wizards,Lorenzo Williams,Relinquished,Knee
2000-03-01,76ers,Tyrone Hill,Relinquished,Ankle/Foot
2000-03-02,Heat,Voshon Lenard,Relinquished,Muscular
2000-03-02,Rockets,Matt Bullard,Relinquished,Back
2000-03-03,Nuggets,Bryant Stith,Relinquished,Muscular
2000-03-05,Bulls,Ron Artest,Relinquished,Ankle/Foot
2000-03-06,Blazers,Joe Kleine,Relinquished,Knee
2000-03-06,Spurs,Steve Kerr,Relinquished,Knee
2000-03-07,Clippers,Keith Closs,Relinquished,Back
2000-03-07,Grizzlies,Milt Palacio,Relinquished,Back
2000-03-07,Knicks,David Wingate,Relinquished,Knee
2000-03-07,Nuggets,Roy Rogers,Relinquished,Arm/Hand
2000-03-07,Sonics,Chuck Person,Relinquished,Knee
2000-03-08,Kings,Scot Pollard,Relinquished,Ankle/Foot
2000-03-10,Celtics,Walter Mccarty,Relinquished,Ankle/Foot
2000-03-10,Heat,Duane Causwell,Relinquished,Arm/Hand
2000-03-13,Spurs,Terry Porter,Relinquished,Knee
2000-03-13,Suns,Tom Gugliotta,Relinquished,Knee
2000-03-15,Bulls,John Starks,Relinquished,Knee
2000-03-15,Bulls,Michael Ruffin,Relinquished,Arm/Hand
2000-03-16,Pacers,Chris Mullin,Relinquished,Muscular
2000-03-16,Suns,Mark West,Relinquished,Back
2000-03-17,Hornets,Dale Ellis,Relinquished,Knee
2000-03-21,Grizzlies,Brent Price,Relinquished,Back
2000-03-21,Kings,Bill Wennington,Relinquished,Muscular
2000-03-22,Warriors,Erick Dampier,Relinquished,Arm/Hand
2000-03-23,Celtics,Pervis Ellison,Relinquished,Back
2000-03-23,Wizards,Rod Strickland,Relinquished,Muscular
2000-03-24,76ers,George Lynch,Relinquished,Knee
2000-03-24,Blazers,Arvydas Sabonis,Relinquished,Ankle/Foot
2000-03-25,Grizzlies,Grant Long,Relinquished,Arm/Hand
2000-03-25,Suns,Jason Kidd,Relinquished,Ankle/Foot
2000-03-26,Nuggets,Tariq Abdul Wahad,Relinquished,Arm/Hand
2000-03-26,Raptors,Haywoode Workman,Relinquished,Back
2000-03-29,Bulls,B.J. Armstrong,Relinquished,Knee
2000-04-03,Hornets,Michael Hawkins,Relinquished,Knee
2000-04-06,76ers,Antonio Lang,Relinquished,Knee
2000-04-06,76ers,Nazr Mohammed,Relinquished,Back
2000-04-06,Knicks,Chris Dudley,Relinquished,Back
2000-04-06,Knicks,John Wallace,Relinquished,Ankle/Foot
2000-04-06,Pacers,Al Harrington,Relinquished,Back
2000-04-07,Nets,Evan Eschmeyer,Relinquished,Ankle/Foot
2000-04-08,76ers,Allen Iverson,Relinquished,Ankle/Foot
2000-04-08,Bulls,Randy Brown,Relinquished,Back
2000-04-10,Blazers,Antonio Harvey,Relinquished,Knee
2000-04-10,Mavericks,Bruno Sundov,Relinquished,Back
2000-04-11,Kings,Bill Wennington,Relinquished,Muscular
2000-04-12,Sonics,Vladimir Stepania,Relinquished,Ankle/Foot
2000-04-14,Blazers,Gary Grant,Relinquished,Knee
2000-04-14,Lakers,Derek Fisher,Relinquished,Ankle/Foot
2000-04-17,Mavericks,Rodrick Rhodes,Relinquished,Arm/Hand
2000-04-18,76ers,Allen Iverson,Relinquished,Ankle/Foot
2000-04-18,Bulls,Ron Artest,Relinquished,Ankle/Foot
2000-04-18,Heat,Harold Jamison,Relinquished,Muscular
2000-04-18,Heat,Tim Hardaway Sr.,Relinquished,Ankle/Foot
2000-04-18,Knicks,Marcus Camby,Relinquished,Knee
2000-04-18,Pistons,Grant Hill,Relinquished,Ankle/Foot
2000-04-18,Timberwolves,Terrell Brandon,Relinquished,Illness
2000-04-19,Blazers,Jamel Thomas,Relinquished,Ankle/Foot
2000-04-19,Kings,Chris Webber,Relinquished,Muscular
2000-04-19,Kings,Nick Anderson,Relinquished,Knee
2000-04-19,Magic,Ben Wallace,Relinquished,Ankle/Foot
2000-04-19,Nets,Kerry Kittles,Relinquished,Knee
2000-04-19,Rockets,Bryce Drew,Relinquished,Ankle/Foot
2000-10-30,76ers,Ademola Okulaja,Relinquished,Back
2000-10-30,76ers,Craig Claxton,Relinquished,Knee
2000-10-30,76ers,Matt Geiger,Relinquished,Knee
2000-10-30,Blazers,Arvydas Sabonis,Relinquished,Knee
2000-10-30,Blazers,Gary Grant,Relinquished,Knee
2000-10-30,Bucks,Jason Hart,Relinquished,Back
2000-10-30,Bucks,Mark Pope,Relinquished,Back
2000-10-30,Bulls,Corey Benjamin,Relinquished,Arm/Hand
2000-10-30,Bulls,Dalibor Bagaric,Relinquished,Knee
2000-10-30,Bulls,Jake Voskuhl,Relinquished,Ankle/Foot
2000-10-30,Cavaliers,Brevin Knight,Relinquished,Surgery
2000-10-30,Cavaliers,J.R. Reid,Relinquished,Knee
2000-10-30,Cavaliers,Mark Bryant,Relinquished,Knee
2000-10-30,Celtics,Chris Herren,Relinquished,Ankle/Foot
2000-10-30,Celtics,Greg Minor,Relinquished,Back
2000-10-30,Celtics,Walter Mccarty,Relinquished,Knee
2000-10-30,Clippers,Earl Boykins,Relinquished,Knee
2000-10-30,Clippers,Zendon Hamilton,Relinquished,Back
2000-10-30,Grizzlies,Brent Price,Relinquished,Knee
2000-10-30,Grizzlies,Doug West,Relinquished,Arm/Hand
2000-10-30,Grizzlies,William Cunningham,Relinquished,Knee
2000-10-30,Hawks,Cal Bowdler,Relinquished,Knee
2000-10-30,Hawks,Dion Glover,Relinquished,Ankle/Foot
2000-10-30,Heat,Harold Jamison,Relinquished,Knee
2000-10-30,Heat,Ricky Davis,Relinquished,Ankle/Foot
2000-10-30,Hornets,Lee Nailon,Relinquished,Knee
2000-10-30,Hornets,Terrance Roberson,Relinquished,Knee
2000-10-30,Jazz,John Crotty,Relinquished,Knee
2000-10-30,Jazz,Scott Padgett,Relinquished,Knee
2000-10-30,Knicks,Jonathan Kerner,Relinquished,Knee
2000-10-30,Knicks,Luc Longley,Relinquished,Knee
2000-10-30,Knicks,Pete Mickeal,Relinquished,Back
2000-10-30,Lakers,Derek Fisher,Relinquished,Ankle/Foot
2000-10-30,Lakers,Mike Penberthy,Relinquished,Arm/Hand
2000-10-30,Lakers,Stanislav Medvedenko,Relinquished,Knee
2000-10-30,Magic,Dee Brown,Relinquished,Knee
2000-10-30,Mavericks,Donnell Harvey,Relinquished,Arm/Hand
2000-10-30,Mavericks,Etan Thomas,Relinquished,Ankle/Foot
2000-10-30,Mavericks,Gary Trent,Relinquished,Muscular
2000-10-30,Nets,Jamie Feick,Relinquished,Ankle/Foot
2000-10-30,Nets,Kerry Kittles,Relinquished,Knee
2000-10-30,Nuggets,Calbert Cheaney,Relinquished,Muscular
2000-10-30,Nuggets,Mamadou N'Diaye,Relinquished,Muscular
2000-10-30,Nuggets,Ryan Bowen,Relinquished,Ankle/Foot
2000-10-30,Pacers,Bruno Sundov,Relinquished,Ankle/Foot
2000-10-30,Pacers,Terry Mills,Relinquished,Knee
2000-10-30,Pistons,Brian Cardinal,Relinquished,Knee
2000-10-30,Pistons,Dana Barros,Relinquished,Back
2000-10-30,Pistons,Torraye Braggs,Relinquished,Arm/Hand
2000-10-30,Raptors,Aleksandar Radojevic,Relinquished,Back
2000-10-30,Raptors,Garth Joseph,Relinquished,Muscular
2000-10-30,Raptors,Michael Stewart,Relinquished,Knee
2000-10-30,Sonics,David Wingate,Relinquished,Knee
2000-10-30,Sonics,Olumide Oyedeji,Relinquished,Ankle/Foot
2000-10-30,Spurs,Derrick Dial,Relinquished,Arm/Hand
2000-10-30,Spurs,Ira Newble,Relinquished,Ankle/Foot
2000-10-30,Suns,Anfernee Hardaway,Relinquished,Knee
2000-10-30,Suns,Rex Chapman,Relinquished,Knee
2000-10-30,Suns,Tom Gugliotta,Relinquished,Knee
2000-10-30,Timberwolves,Andrae Patterson,Relinquished,Knee
2000-10-30,Timberwolves,Todd Day,Relinquished,Knee
2000-10-30,Timberwolves,Tom Hammonds,Relinquished,Knee
2000-10-30,Warriors,Bob Sura,Relinquished,Back
2000-10-30,Warriors,Chris Mullin,Relinquished,Back
2000-10-30,Wizards,Calvin Booth,Relinquished,Muscular
2000-10-30,Wizards,Laron Profit,Relinquished,Back
2000-10-31,Heat,Dan Majerle,Relinquished,Muscular
2000-11-02,Magic,Andrew Declercq,Relinquished,Muscular
2000-11-05,Magic,Grant Hill,Relinquished,Ankle/Foot
2000-11-08,Wizards,Ronald Jones,Relinquished,Arm/Hand
2000-11-09,Rockets,Kelvin Cato,Relinquished,Ankle/Foot
2000-11-10,Bucks,Darvin Ham,Relinquished,Ankle/Foot
2000-11-10,Celtics,Jerome Moiso,Relinquished,Ankle/Foot
2000-11-10,Celtics,Randy Brown,Relinquished,Muscular
2000-11-10,Raptors,Tyrone Bogues,Relinquished,Knee
2000-11-11,Bulls,Brad Miller,Relinquished,Arm/Hand
2000-11-11,Bulls,Bryce Drew,Relinquished,Muscular
2000-11-11,Celtics,Adrian Griffin,Relinquished,Back
2000-11-11,Lakers,Tyronn Lue,Relinquished,Ankle/Foot
2000-11-14,Blazers,Antonio Harvey,Relinquished,Knee
2000-11-14,Cavaliers,Wesley Person,Relinquished,Arm/Hand
2000-11-15,Warriors,Danny Fortson,Relinquished,Ankle/Foot
2000-11-16,Hornets,Otis Thorpe,Relinquished,Ankle/Foot
2000-11-17,Bucks,Scott Williams,Relinquished,Back
2000-11-17,Suns,Chris Dudley,Relinquished,Ankle/Foot
2000-11-17,Timberwolves,Sam Jacobson,Relinquished,Knee
2000-11-18,Clippers,Brian Skinner,Relinquished,Ankle/Foot
2000-11-20,76ers,Todd Macculloch,Relinquished,Ankle/Foot
2000-11-20,Clippers,Zendon Hamilton,Relinquished,Back
2000-11-20,Grizzlies,Michael Dickerson,Relinquished,Ankle/Foot
2000-11-20,Pistons,Billy Owens,Relinquished,Back
2000-11-21,Bulls,Jake Voskuhl,Relinquished,Back
2000-11-21,Pacers,Tyus Edney,Relinquished,Ankle/Foot
2000-11-22,Cavaliers,Vernell Coles,Relinquished,Knee
2000-11-22,Celtics,Adrian Griffin,Relinquished,Back
2000-11-22,Pacers,Sam Perkins,Relinquished,Back
2000-11-22,Spurs,Jaren Jackson,Relinquished,Ankle/Foot
2000-11-24,Hawks,Jim Jackson,Relinquished,Knee
2000-11-24,Knicks,Felton Spencer,Relinquished,Knee
2000-11-27,Knicks,Charlie Ward,Relinquished,Knee
2000-11-28,Cavaliers,J.R. Reid,Relinquished,Knee
2000-11-28,Celtics,Mark Blount,Relinquished,Ankle/Foot
2000-11-28,Clippers,Earl Boykins,Relinquished,Knee
2000-11-29,Spurs,Samaki Walker,Relinquished,Ankle/Foot
2000-11-30,Bulls,A.J. Guyton,Relinquished,Knee
2000-12-01,76ers,Juan Sanchez,Relinquished,Back
2000-12-01,Bucks,Michael Redd,Relinquished,Ankle/Foot
2000-12-01,Cavaliers,Michael Hawkins,Relinquished,Ankle/Foot
2000-12-01,Timberwolves,Reggie Slater,Relinquished,Knee
2000-12-01,Warriors,Adonal Foyle,Relinquished,Arm/Hand
2000-12-02,Celtics,Chris Herren,Relinquished,Arm/Hand
2000-12-02,Nuggets,Terry Davis,Relinquished,Ankle/Foot
2000-12-02,Pacers,Bruno Sundov,Relinquished,Muscular
2000-12-04,Wizards,Mitch Richmond,Relinquished,Knee
2000-12-05,Grizzlies,Kevin Edwards,Relinquished,Arm/Hand
2000-12-05,Pistons,John Wallace,Relinquished,Knee
2000-12-05,Raptors,Kornel David,Relinquished,Back
2000-12-06,Warriors,Chris Mullin,Relinquished,Knee
2000-12-07,Mavericks,Greg Buckner,Relinquished,Ankle/Foot
2000-12-07,Suns,Ruben Garces,Relinquished,Back
2000-12-08,Rockets,Jason Collier,Relinquished,Knee
2000-12-08,Suns,Iakovos Tsakalidis,Relinquished,Surgery
2000-12-09,76ers,Eric Snow,Relinquished,Ankle/Foot
2000-12-09,Pistons,Jerome Williams,Relinquished,Ankle/Foot
2000-12-10,Celtics,Chris Carr,Relinquished,Ankle/Foot
2000-12-12,Cavaliers,Brevin Knight,Relinquished,Knee
2000-12-12,Hawks,Chris Crawford,Relinquished,Ankle/Foot
2000-12-12,Warriors,Chris Mills,Relinquished,Ankle/Foot
2000-12-13,Hornets,Terrance Roberson,Relinquished,Knee
2000-12-13,Pacers,Terry Mills,Relinquished,Ankle/Foot
2000-12-13,Spurs,Avery Johnson,Relinquished,Muscular
2000-12-14,Raptors,Garth Joseph,Relinquished,Muscular
2000-12-15,Bulls,Jake Voskuhl,Relinquished,Ankle/Foot
2000-12-15,Cavaliers,Chris Mihm,Relinquished,Ankle/Foot
2000-12-15,Grizzlies,Mahmoud Abdul Rauf,Relinquished,Back
2000-12-15,Hawks,Jim Jackson,Relinquished,Knee
2000-12-15,Rockets,Carlos Rogers,Relinquished,Knee
2000-12-15,Timberwolves,Todd Day,Relinquished,Knee
2000-12-17,Mavericks,Eduardo Najera,Relinquished,Muscular
2000-12-17,Pistons,Jud Buechler,Relinquished,Ankle/Foot
2000-12-19,Bulls,Dalibor Bagaric,Relinquished,Knee
2000-12-19,Hawks,Alan Henderson,Relinquished,Arm/Hand
2000-12-19,Suns,Mario Elie,Relinquished,Arm/Hand
2000-12-20,Celtics,Walter Mccarty,Relinquished,Knee
2000-12-22,Heat,Anthony Carter,Relinquished,Muscular
2000-12-23,76ers,Juan Sanchez,Relinquished,Back
2000-12-23,Blazers,Erick Barkley,Relinquished,Knee
2000-12-23,Cavaliers,Wesley Person,Relinquished,Arm/Hand
2000-12-25,Pacers,Bruno Sundov,Relinquished,Muscular
2000-12-26,Cavaliers,Zydrunas Ilgauskas,Relinquished,Ankle/Foot
2000-12-27,Magic,Grant Hill,Relinquished,Ankle/Foot
2000-12-28,Celtics,Jerome Moiso,Relinquished,Ankle/Foot
2000-12-28,Pistons,Brian Cardinal,Relinquished,Knee
2000-12-29,Wizards,Laron Profit,Relinquished,Back
2000-12-30,Grizzlies,Grant Long,Relinquished,Arm/Hand
2001-01-01,Celtics,Tony Battie,Relinquished,Ankle/Foot
2001-01-03,Pacers,Tyus Edney,Relinquished,Ankle/Foot
2001-01-03,Pistons,Jerome Williams,Relinquished,Ankle/Foot
2001-01-04,Heat,Don Maclean,Relinquished,Muscular
2001-01-05,76ers,Matt Geiger,Relinquished,Knee
2001-01-05,Hornets,Tim James,Relinquished,Knee
2001-01-05,Nets,Soumaila Samake,Relinquished,Knee
2001-01-07,Knicks,Rick Brunson,Relinquished,Ankle/Foot
2001-01-07,Timberwolves,Sam Jacobson,Relinquished,Knee
2001-01-08,Warriors,Erick Dampier,Relinquished,Knee
2001-01-09,Lakers,Mike Penberthy,Relinquished,Arm/Hand
2001-01-09,Rockets,Hakeem Olajuwon,Relinquished,Knee
2001-01-10,Celtics,Adrian Griffin,Relinquished,Back
2001-01-10,Kings,Lawrence Funderburke,Relinquished,Knee
2001-01-12,Nuggets,Calbert Cheaney,Relinquished,Muscular
2001-01-14,Suns,Daniel Santiago,Relinquished,Ankle/Foot
2001-01-15,Clippers,Corey Maggette,Relinquished,Head
2001-01-15,Nuggets,Aleksandar Radojevic,Relinquished,Back
2001-01-16,Suns,Anfernee Hardaway,Relinquished,Knee
2001-01-17,Hawks,Matt Maloney,Relinquished,Arm/Hand
2001-01-17,Wizards,Obinna Ekezie,Relinquished,Back
2001-01-18,Bulls,Michael Ruffin,Relinquished,Arm/Hand
2001-01-18,Sonics,Ruben Wolkowyski,Relinquished,Back
2001-01-19,Grizzlies,Kevin Edwards,Relinquished,Ankle/Foot
2001-01-19,Knicks,Lavor Postell,Relinquished,Back
2001-01-19,Lakers,Stanislav Medvedenko,Relinquished,Knee
2001-01-21,Kings,Jabari Smith,Relinquished,Knee
2001-01-22,Blazers,Gary Grant,Relinquished,Knee
2001-01-22,Cavaliers,Matt Harpring,Relinquished,Ankle/Foot
2001-01-23,Jazz,Quincy Lewis,Relinquished,Knee
2001-01-23,Nets,Jim Mcilvaine,Relinquished,Ankle/Foot
2001-01-23,Nuggets,Garth Joseph,Relinquished,Muscular
2001-01-23,Raptors,Mamadou N'Diaye,Relinquished,Muscular
2001-01-24,Pistons,Eric Montross,Relinquished,Arm/Hand
2001-01-24,Suns,Tom Gugliotta,Relinquished,Knee
2001-01-25,Blazers,Scottie Pippen,Relinquished,Arm/Hand
2001-01-25,Jazz,David Benoit,Relinquished,Muscular
2001-01-25,Mavericks,Donnell Harvey,Relinquished,Arm/Hand
2001-01-25,Spurs,Ira Newble,Relinquished,Arm/Hand
2001-01-25,Wizards,Laron Profit,Relinquished,Back
2001-01-26,Hawks,Brevin Knight,Relinquished,Muscular
2001-01-29,Clippers,Earl Boykins,Relinquished,Ankle/Foot
2001-01-29,Nuggets,Calbert Cheaney,Relinquished,Muscular
2001-01-30,Heat,Todd Fuller,Relinquished,Knee
2001-02-01,Blazers,Antonio Harvey,Relinquished,Knee
2001-02-01,Knicks,Felton Spencer,Relinquished,Knee
2001-02-02,Pistons,Billy Owens,Relinquished,Back
2001-02-03,Raptors,Tyrone Bogues,Relinquished,Knee
2001-02-06,Kings,Jon Barry,Relinquished,Arm/Hand
2001-02-08,Hornets,Lee Nailon,Relinquished,Back
2001-02-13,76ers,Juan Sanchez,Relinquished,Back
2001-02-13,76ers,Theo Ratliff,Relinquished,Arm/Hand
2001-02-13,Hawks,Hanno Mottola,Relinquished,Arm/Hand
2001-02-13,Spurs,Malik Rose,Relinquished,Back
2001-02-14,Hawks,Matt Maloney,Relinquished,Arm/Hand
2001-02-14,Wizards,Calvin Booth,Relinquished,Arm/Hand
2001-02-15,Cavaliers,Anthony Johnson,Relinquished,Knee
2001-02-15,Celtics,Randy Brown,Relinquished,Knee
2001-02-15,Pacers,Terry Mills,Relinquished,Knee
2001-02-16,Hornets,Derrick Coleman,Relinquished,Muscular
2001-02-16,Rockets,Jason Collier,Relinquished,Muscular
2001-02-18,Kings,Nick Anderson,Relinquished,Back
2001-02-18,Lakers,Ron Harper,Relinquished,Knee
2001-02-20,Magic,Pat Garrity,Relinquished,Knee
2001-02-22,Blazers,Will Perdue,Relinquished,Muscular
2001-02-22,Knicks,Travis Knight,Relinquished,Ankle/Foot
2001-02-22,Pistons,Jud Buechler,Relinquished,Back
2001-02-22,Wizards,Rod Strickland,Relinquished,Muscular
2001-02-23,Hawks,Theo Ratliff,Relinquished,Arm/Hand
2001-02-23,Mavericks,Calvin Booth,Relinquished,Arm/Hand
2001-02-23,Pistons,Kornel David,Relinquished,Back
2001-02-23,Raptors,Mamadou N'Diaye,Relinquished,Muscular
2001-02-25,Cavaliers,Chucky Brown,Relinquished,Ankle/Foot
2001-02-25,Knicks,Tyrone Bogues,Relinquished,Knee
2001-02-26,Celtics,Kenny Anderson,Relinquished,Ankle/Foot
2001-02-27,Mavericks,Obinna Ekezie,Relinquished,Ankle/Foot
2001-02-28,Bulls,Khalid El Amin,Relinquished,Knee
2001-02-28,Nuggets,Anthony Goldwire,Relinquished,Arm/Hand
2001-02-28,Rockets,Matt Bullard,Relinquished,Back
2001-02-28,Warriors,Chris Mullin,Relinquished,Back
2001-03-01,Bucks,Jerome Kersey,Relinquished,Ankle/Foot
2001-03-02,Bulls,Dragan Tarlac,Relinquished,Ankle/Foot
2001-03-02,Jazz,Deshawn Stevenson,Relinquished,Knee
2001-03-02,Wizards,Tyrone Nesby,Relinquished,Ankle/Foot
2001-03-04,Knicks,Rick Brunson,Relinquished,Ankle/Foot
2001-03-05,Blazers,Greg Anthony,Relinquished,Arm/Hand
2001-03-05,Grizzlies,Brent Price,Relinquished,Knee
2001-03-05,Pistons,Brian Cardinal,Relinquished,Knee
2001-03-05,Spurs,Jaren Jackson,Relinquished,Muscular
2001-03-06,Knicks,Luc Longley,Relinquished,Ankle/Foot
2001-03-06,Wizards,Chris Whitney,Relinquished,Ankle/Foot
2001-03-07,Heat,Eddie Jones,Relinquished,Arm/Hand
2001-03-07,Pacers,Bruno Sundov,Relinquished,Muscular
2001-03-09,Hawks,Lorenzen Wright,Relinquished,Arm/Hand
2001-03-10,Pacers,Derrick Mckey,Relinquished,Back
2001-03-11,Celtics,Chris Carr,Relinquished,Arm/Hand
2001-03-11,Hornets,Eldridge Recasner,Relinquished,Back
2001-03-12,Kings,Jabari Smith,Relinquished,Knee
2001-03-13,Lakers,Mike Penberthy,Relinquished,Arm/Hand
2001-03-14,Spurs,Derrick Dial,Relinquished,Arm/Hand
2001-03-16,Blazers,Erick Barkley,Relinquished,Knee
2001-03-16,Bulls,Michael Ruffin,Relinquished,Arm/Hand
2001-03-16,Cavaliers,Cedric Henderson,Relinquished,Muscular
2001-03-16,Pacers,Lari Ketner,Relinquished,Back
2001-03-16,Spurs,Ira Newble,Relinquished,Arm/Hand
2001-03-19,Pacers,Terry Mills,Relinquished,Back
2001-03-20,Cavaliers,Robert Traylor,Relinquished,Back
2001-03-21,Mavericks,Gary Trent,Relinquished,Ankle/Foot
2001-03-21,Nets,Jamie Feick,Relinquished,Ankle/Foot
2001-03-23,Lakers,Tyronn Lue,Relinquished,Ankle/Foot
2001-03-23,Pistons,Michael Curry,Relinquished,Arm/Hand
2001-03-24,Mavericks,Donnell Harvey,Relinquished,Arm/Hand
2001-03-25,Timberwolves,Anthony Peeler,Relinquished,Ankle/Foot
2001-03-26,Cavaliers,Jim Jackson,Relinquished,Ankle/Foot
2001-03-27,Bulls,Bryce Drew,Relinquished,Ankle/Foot
2001-03-27,Heat,Don Maclean,Relinquished,Knee
2001-03-27,Jazz,David Benoit,Relinquished,Ankle/Foot
2001-03-27,Rockets,Sean Colson,Relinquished,Ankle/Foot
2001-03-28,Mavericks,Mark Bryant,Relinquished,Arm/Hand
2001-03-29,Bulls,Dragan Tarlac,Relinquished,Ankle/Foot
2001-03-30,Cavaliers,Cedric Henderson,Relinquished,Muscular
2001-03-31,Warriors,Bob Sura,Relinquished,Back
2001-04-02,Hornets,Lee Nailon,Relinquished,Knee
2001-04-03,Heat,Duane Causwell,Relinquished,Ankle/Foot
2001-04-04,Magic,Darrell Armstrong,Relinquished,Muscular
2001-04-04,Nuggets,Terry Davis,Relinquished,Muscular
2001-04-05,Kings,Art Long,Relinquished,Knee
2001-04-05,Rockets,Maurice Taylor,Relinquished,Ankle/Foot
2001-04-06,76ers,Juan Sanchez,Relinquished,Knee
2001-04-06,Mavericks,Greg Buckner,Relinquished,Knee
2001-04-06,Mavericks,Obinna Ekezie,Relinquished,Ankle/Foot
2001-04-06,Timberwolves,Sam Jacobson,Relinquished,Knee
2001-04-07,Celtics,Randy Brown,Relinquished,Muscular
2001-04-07,Jazz,Quincy Lewis,Relinquished,Knee
2001-04-08,Pistons,Billy Owens,Relinquished,Back
2001-04-10,Blazers,Bonzi Wells,Relinquished,Knee
2001-04-10,Heat,Todd Fuller,Relinquished,Knee
2001-04-10,Hornets,Tim James,Relinquished,Knee
2001-04-10,Lakers,Isaiah Rider,Relinquished,Back
2001-04-11,Jazz,Scott Padgett,Relinquished,Muscular
2001-04-13,Bulls,Jamal Crawford,Relinquished,Knee
2001-04-14,Bucks,Tim Thomas,Relinquished,Arm/Hand
2001-04-15,Heat,Tim Hardaway Sr.,Relinquished,Ankle/Foot
2001-04-15,Magic,Cory Alexander,Relinquished,Ankle/Foot
2001-04-15,Sonics,Jelani Mccoy,Relinquished,Ankle/Foot
2001-04-16,Cavaliers,Vernell Coles,Relinquished,Arm/Hand
2001-04-16,Clippers,Corey Maggette,Relinquished,Muscular
2001-04-17,76ers,Allen Iverson,Relinquished,Arm/Hand
2001-04-17,Bucks,Jason Caffey,Relinquished,Knee
2001-04-17,Bucks,Sam Cassell,Relinquished,Back
2001-04-17,Pacers,Derrick Mckey,Relinquished,Back
2001-04-17,Pacers,Sam Perkins,Relinquished,Ankle/Foot
2001-04-18,76ers,Dikembe Mutombo,Relinquished,Ankle/Foot
2001-04-18,Heat,Anthony Mason,Relinquished,Ankle/Foot
2001-04-18,Kings,Lawrence Funderburke,Relinquished,Muscular
2001-04-18,Knicks,Marcus Camby,Relinquished,Back
2001-04-18,Timberwolves,Kevin Garnett,Relinquished,Muscular
2001-10-29,76ers,Alvin Jones,Relinquished,Knee
2001-10-29,76ers,Eric Snow,Relinquished,Arm/Hand
2001-10-29,76ers,Samuel Dalembert,Relinquished,Knee
2001-10-29,Blazers,Chris Dudley,Relinquished,Arm/Hand
2001-10-29,Blazers,Mitchell Butler,Relinquished,Knee
2001-10-29,Bucks,Darvin Ham,Relinquished,Knee
2001-10-29,Bulls,Eddie Robinson,Relinquished,Ankle/Foot
2001-10-29,Bulls,Jamal Crawford,Relinquished,Knee
2001-10-29,Bulls,Ron Artest,Relinquished,Arm/Hand
2001-10-29,Cavaliers,Jeff Trepagnier,Relinquished,Ankle/Foot
2001-10-29,Cavaliers,Tyrone Hill,Relinquished,Back
2001-10-29,Cavaliers,Zydrunas Ilgauskas,Relinquished,Ankle/Foot
2001-10-29,Celtics,Randy Brown,Relinquished,Muscular
2001-10-29,Grizzlies,Antonis Fotsis,Relinquished,Knee
2001-10-29,Grizzlies,Bryant Reeves,Relinquished,Back
2001-10-29,Hawks,Alan Henderson,Relinquished,Knee
2001-10-29,Heat,Ernest Brown,Relinquished,Arm/Hand
2001-10-29,Heat,Malik Allen,Relinquished,Ankle/Foot
2001-10-29,Hornets,George Lynch,Relinquished,Ankle/Foot
2001-10-29,Hornets,Jerome Moiso,Relinquished,Knee
2001-10-29,Hornets,Kirk Haston,Relinquished,Back
2001-10-29,Jazz,Jarron Collins,Relinquished,Arm/Hand
2001-10-29,Kings,Chris Webber,Relinquished,Ankle/Foot
2001-10-29,Knicks,Larry Robinson,Relinquished,Knee
2001-10-29,Knicks,Marcus Camby,Relinquished,Ankle/Foot
